date,AAR,BT,Bus,CBD Entries,CRZ Entries,LIRR,MNR,SIR,Subway
2022-08-08,22965,929797,1276524,,,165363,137457,5496,2705428
2022-08-09,25056,925908,1308034,,,173284,151624,5935,3013784
2022-08-10,26098,952184,1347916,,,178656,147931,6117,3134434
2022-08-11,25553,970557,1315101,,,171390,146019,5842,3093548
2022-08-12,24849,1000198,1273620,,,175220,137578,5422,2963913
2022-08-13,15889,956654,878499,,,103227,89569,1632,2089217
2022-08-14,14492,934389,692644,,,88242,72900,1339,1677803
2022-08-15,23199,924732,1234308,,,161519,144170,5395,2768347
2022-08-16,24994,923202,1288800,,,173651,157888,6228,3045892
2022-08-17,25904,938763,1284966,,,172248,155815,6080,3074027
2022-08-18,25701,986106,1283965,,,181136,150643,5834,3077928
2022-08-19,24141,999070,1239929,,,164682,141791,5132,2918737
2022-08-20,15903,955696,875371,,,96552,97718,1699,2038622
2022-08-21,14617,920731,692309,,,84669,81666,1272,1619422
2022-08-22,21887,887585,1144254,,,160918,141482,5185,2622885
2022-08-23,24448,924807,1261782,,,173898,155953,5903,2992615
2022-08-24,25654,950511,1288092,,,177790,151169,6036,3020710
2022-08-25,24964,984695,1310134,,,177178,142659,6122,3090901
2022-08-26,23417,971687,1217448,,,171765,133306,4969,2863653
2022-08-27,15575,980598,874084,,,103192,90006,2214,2066542
2022-08-28,14506,943031,681823,,,86867,76296,1816,1651689
2022-08-29,22503,930336,1263000,,,180588,140540,5705,2836374
2022-08-30,24300,937492,1326293,,,195986,152025,6228,3091873
2022-08-31,25541,976058,1342568,,,197154,149499,6261,3144027
2022-09-01,25382,1001466,1338287,,,186311,140082,6189,3114667
2022-09-02,24696,1009748,1250956,,,185153,138009,5307,2925306
2022-09-03,15863,927053,867750,,,116405,94997,2455,2116811
2022-09-04,15428,904281,701646,,,97728,77386,1894,1802349
2022-09-05,9722,803633,682671,,,93198,74585,1977,1691887
2022-09-06,24963,896024,1231759,,,190260,164255,6016,3063503
2022-09-07,26773,942846,1412342,,,203983,179628,6698,3444556
2022-09-08,27121,969986,1517502,,,199489,178788,7185,3644407
2022-09-09,25627,1012814,1492297,,,189930,161197,6432,3481756
2022-09-10,15345,985186,914744,,,103789,98043,1948,2356865
2022-09-11,14467,864946,659929,,,82638,72789,1275,1737251
2022-09-12,24947,928870,1519324,,,187548,163430,6863,3382150
2022-09-13,26317,924596,1557686,,,200171,180183,7552,3618354
2022-09-14,28124,958550,1590666,,,202713,181619,7740,3741978
2022-09-15,27391,985596,1573907,,,197284,175672,7725,3747731
2022-09-16,26025,1018958,1501956,,,184424,155750,6797,3502358
2022-09-17,15828,973972,916215,,,99403,101734,2693,2350888
2022-09-18,15588,952111,712161,,,86329,79158,1944,1844317
2022-09-19,24491,913368,1490926,,,187831,164392,7155,3369999
2022-09-20,26148,933900,1554448,,,203873,188771,7962,3767024
2022-09-21,27479,949862,1543632,,,204572,188361,8112,3878782
2022-09-22,26136,942560,1433737,,,190703,174952,7883,3732919
2022-09-23,25738,1006255,1413234,,,190670,168866,6902,3626482
2022-09-24,15593,969371,860948,,,98192,115822,1975,2377091
2022-09-25,14770,881947,660871,,,81212,87366,1582,1759832
2022-09-26,21532,875706,1206954,,,177235,153930,5848,2812853
2022-09-27,24344,889945,1290217,,,192275,176941,6744,3204114
2022-09-28,27423,934551,1541900,,,201525,179234,7903,3712354
2022-09-29,26857,963946,1503472,,,194288,173138,7738,3707751
2022-09-30,26614,1001614,1477082,,,181549,164028,6623,3503239
2022-10-01,13718,823414,758826,,,72081,80394,1855,2032983
2022-10-02,13897,796062,591909,,,61918,68450,1302,1621851
2022-10-03,25390,884279,1426633,,,173268,153913,6824,3370048
2022-10-04,25282,837110,1354099,,,181887,166868,6825,3397689
2022-10-05,24305,819307,1206674,,,176091,158117,6012,3077346
2022-10-06,28527,985944,1554806,,,203783,182247,7907,3848909
2022-10-07,26725,1022910,1480214,,,204261,166955,6865,3591080
2022-10-08,15448,968165,888506,,,114687,110122,1975,2397249
2022-10-09,14776,913948,691656,,,97984,88783,2200,1917721
2022-10-10,17806,847978,1034288,,,163310,152488,4220,2556722
2022-10-11,26435,903121,1521587,,,203885,192887,7841,3649405
2022-10-12,28193,949567,1554226,,,203866,185488,7820,3776129
2022-10-13,26422,938635,1463795,,,195360,173174,7593,3682799
2022-10-14,26877,1004461,1468602,,,186594,170188,6877,3578772
2022-10-15,15945,967900,914771,,,100804,108230,1897,2363501
2022-10-16,15338,901946,705073,,,80395,85438,1385,1773903
2022-10-17,24045,864001,1430672,,,182855,170716,6952,3314497
2022-10-18,26135,898424,1510826,,,199026,191540,7917,3693627
2022-10-19,28002,942343,1545140,,,202921,185202,7934,3814404
2022-10-20,27649,974568,1532692,,,201886,180234,7784,3810901
2022-10-21,26385,1001944,1452280,,,185797,166539,6848,3570334
2022-10-22,15832,974020,916539,,,97921,122863,90,2430406
2022-10-23,14434,874757,668183,,,76024,83665,19,1740520
2022-10-24,24643,890995,1432728,,,182390,161772,6929,3357840
2022-10-25,27080,907328,1512725,,,200671,183507,7864,3712582
2022-10-26,27891,935935,1539557,,,201843,181254,7978,3794534
2022-10-27,28035,975470,1543031,,,196789,179032,7848,3892985
2022-10-28,26237,996162,1455834,,,179633,159109,6647,3624748
2022-10-29,15778,952084,912721,,,86888,102975,42,2440601
2022-10-30,15324,905820,711004,,,69358,80576,5,1875953
2022-10-31,24178,865933,1394453,,,177547,157055,6759,3410892
2022-11-01,26993,915166,1501329,,,196102,178425,7756,3706707
2022-11-02,28493,923006,1549724,,,198277,181158,7788,3788123
2022-11-03,28364,945430,1521975,,,197940,178498,7676,3802455
2022-11-04,27340,979007,1459619,,,180084,161378,6813,3586358
2022-11-05,16790,943182,918127,,,96845,110793,2628,2449943
2022-11-06,13926,776918,648085,,,92648,94517,3122,2116063
2022-11-07,26193,905434,1478731,,,190295,168401,7365,3456868
2022-11-08,25939,892069,1356894,,,201028,183142,6463,3431700
2022-11-09,28589,925217,1517250,,,199030,180581,7722,3772030
2022-11-10,28385,980730,1516812,,,203722,180584,7749,3802230
2022-11-11,20634,873263,1077574,,,172756,154511,4558,2994708
2022-11-12,15153,891655,893837,,,94911,106101,2262,2431419
2022-11-13,15544,862586,662034,,,76869,76460,1658,1794024
2022-11-14,25728,893380,1441705,,,181582,165573,7135,3401075
2022-11-15,28155,907032,1483782,,,196179,182790,7776,3713627
2022-11-16,28574,916270,1484607,,,194893,179233,7589,3751773
2022-11-17,28778,966718,1493119,,,193797,178147,7633,3797815
2022-11-18,27236,985239,1412974,,,183576,161777,6546,3539202
2022-11-19,16076,932718,864766,,,97654,101076,1630,2323449
2022-11-20,15556,833468,645986,,,74524,74870,1079,1721187
2022-11-21,25766,900276,1393031,,,185570,166517,7017,3363626
2022-11-22,27957,986860,1447618,,,200264,183771,7462,3548882
2022-11-23,25032,987510,1358016,,,210438,184135,6862,3263998
2022-11-24,18369,861586,515903,,,90771,90057,2006,1382266
2022-11-25,12834,768844,842892,,,163354,148368,3361,2058658
2022-11-26,12576,855586,781665,,,105304,106685,2286,1999608
2022-11-27,13063,817212,562073,,,79973,76680,1408,1476228
2022-11-28,24969,908669,1397963,,,186710,163694,7120,3265971
2022-11-29,27009,894717,1455294,,,192494,181370,7510,3596894
2022-11-30,26469,861393,1356729,,,189152,177367,7204,3568413
2022-12-01,27018,935192,1459934,,,181825,166856,7538,3770495
2022-12-02,27007,936922,1395642,,,172860,152746,6576,3600504
2022-12-03,15540,818524,760109,,,87730,89976,1467,2291687
2022-12-04,15763,806711,681713,,,81381,80173,1266,1990479
2022-12-05,26409,877396,1429308,,,183238,164873,7013,3481640
2022-12-06,27305,881978,1414979,,,195892,178862,7447,3753299
2022-12-07,27941,902541,1442871,,,194436,178345,7526,3835333
2022-12-08,28292,951837,1480877,,,192958,182314,7541,3931499
2022-12-09,26213,967823,1386473,,,185104,165147,6379,3710928
2022-12-10,16232,902924,869320,,,112142,119858,1873,2663493
2022-12-11,14949,780359,618870,,,77607,74273,1103,1865579
2022-12-12,25771,879951,1384864,,,182973,163516,6838,3466978
2022-12-13,28234,911982,1437228,,,197613,183214,7570,3763568
2022-12-14,29081,944777,1435020,,,196921,183484,7400,3777173
2022-12-15,27034,935757,1363160,,,191261,173709,7001,3726154
2022-12-16,24074,920830,1221634,,,170615,151244,5823,3270016
2022-12-17,16788,936674,884283,,,114272,123286,2071,2577771
2022-12-18,16036,845630,668994,,,87146,87425,1487,1967199
2022-12-19,25529,890263,1352455,,,178278,159383,6591,3381411
2022-12-20,27148,927027,1398728,,,191991,173346,7046,3586084
2022-12-21,28480,957512,1393290,,,191684,168379,6993,3563236
2022-12-22,25244,940403,1269330,,,177675,147366,5728,3187083
2022-12-23,20359,816096,1057686,,,163716,138857,4523,2738016
2022-12-24,12759,748638,497129,,,61701,60373,1304,1411469
2022-12-25,13709,732924,321245,,,51896,47454,1005,1008452
2022-12-26,9327,767127,644828,,,87401,89137,2214,1812842
2022-12-27,21363,885227,1027687,,,178880,156503,5228,2729514
2022-12-28,23571,895059,1088279,,,182226,163499,5407,2947028
2022-12-29,23200,919855,1099513,,,189075,167129,5597,3039432
2022-12-30,22951,930119,1087122,,,193989,176215,5338,3063480
2022-12-31,14090,688653,651474,,,81590,81198,1847,1927101
2023-01-01,11476,739832,475226,,,67722,66309,1771,1675507
2023-01-02,10136,695181,739507,,,76247,72403,2671,1938154
2023-01-03,24868,818603,1268913,,,179109,167136,6853,3175777
2023-01-04,26848,843875,1391449,,,182834,170847,7282,3413052
2023-01-05,26808,864461,1378698,,,175278,166642,7042,3428520
2023-01-06,25824,878051,1319595,,,161259,142524,6050,3229858
2023-01-07,14828,811276,806981,,,87215,85244,2297,2116138
2023-01-08,15157,742022,628612,,,68647,64893,1529,1610764
2023-01-09,24923,832659,1353638,,,173594,157335,6629,3145743
2023-01-10,27309,863402,1412543,,,196817,179530,7414,3469177
2023-01-11,27991,867649,1421914,,,188904,174349,7166,3508962
2023-01-12,27119,885122,1364715,,,188850,168701,7150,3472709
2023-01-13,26085,926298,1345748,,,167475,147885,6042,3270020
2023-01-14,15407,820548,785952,,,84718,83565,2059,2072387
2023-01-15,15198,760062,621041,,,72479,70493,1510,1705804
2023-01-16,14617,815207,884152,,,82416,75892,3140,2172218
2023-01-17,27214,874293,1399573,,,193345,183674,7492,3451604
2023-01-18,29223,881030,1449590,,,198264,182209,7488,3603344
2023-01-19,26737,865972,1327804,,,179752,170122,6925,3492226
2023-01-20,26548,918497,1383181,,,173943,150003,6192,3375887
2023-01-21,15580,829548,823236,,,88435,84763,2058,2137169
2023-01-22,14721,746681,611151,,,64883,61728,1479,1593386
2023-01-23,25087,812462,1281037,,,172927,155439,6210,3135214
2023-01-24,27701,867402,1410676,,,196319,182127,7335,3566756
2023-01-25,26738,818572,1342717,,,188247,171748,6937,3511071
2023-01-26,27061,894362,1408545,,,190219,173696,7093,3629029
2023-01-27,26826,923980,1341589,,,178881,149763,6051,3335372
2023-01-28,15577,844952,861680,,,98609,89845,2333,2248107
2023-01-29,15371,767359,647923,,,73109,65422,1694,1637398
2023-01-30,25676,855064,1371537,,,180476,159176,6624,3223530
2023-01-31,27308,856512,1365926,,,198755,183484,7593,3654404
2023-02-01,28492,872149,1460146,,,184043,169846,7588,3682758
2023-02-02,27917,898391,1478477,,,187799,169864,7457,3699932
2023-02-03,26238,891051,1246821,,,158579,135908,5819,3189550
2023-02-04,13439,739636,598818,,,69433,64032,1555,1742435
2023-02-05,15413,761094,650623,,,69379,62639,1522,1625375
2023-02-06,26639,852589,1431232,,,181320,157813,7068,3372445
2023-02-07,28688,871447,1491417,,,201438,183389,7736,3738539
2023-02-08,29653,888483,1513135,,,197370,180852,7647,3780682
2023-02-09,28515,912777,1462622,,,193326,172507,7403,3754859
2023-02-10,28094,951629,1422781,,,179637,154760,6477,3539529
2023-02-11,16638,868299,865782,,,94434,88281,1615,2333625
2023-02-12,16305,751947,659496,,,67457,63383,1227,1746099
2023-02-13,25900,858301,1381524,,,180002,159741,6188,3303337
2023-02-14,29001,901909,1480867,,,200327,179811,7557,3812943
2023-02-15,29119,908598,1499155,,,197344,181992,7491,3762817
2023-02-16,28364,919686,1461093,,,189802,172189,7318,3683782
2023-02-17,26759,940247,1315466,,,172113,150151,5892,3253165
2023-02-18,15612,863499,822505,,,91478,93213,1266,2271106
2023-02-19,16165,787041,639980,,,75448,75064,959,1824136
2023-02-20,14818,812364,929439,,,90371,79984,1547,2238557
2023-02-21,27224,867500,1273578,,,194967,174283,6525,3325542
2023-02-22,27895,873583,1305744,,,193753,171187,6538,3454362
2023-02-23,27336,910017,1328927,,,188438,167193,6695,3498367
2023-02-24,26077,931517,1246797,,,179793,153058,5551,3246699
2023-02-25,15461,834300,800947,,,86403,81742,1396,2043635
2023-02-26,15891,810038,676041,,,74226,67702,1095,1625191
2023-02-27,26730,858126,1423292,,,180277,160346,6752,3337916
2023-02-28,26116,754778,1349173,,,177532,139326,6690,3412079
2023-03-01,29449,905202,1511792,,,192142,176661,7403,3780713
2023-03-02,28978,938334,1493623,,,195243,176678,7434,3765925
2023-03-03,27298,937815,1417670,,,172623,150603,6167,3481830
2023-03-04,16263,847470,870341,,,96720,84352,1449,2173217
2023-03-05,16956,833993,712408,,,81079,72918,1215,1772121
2023-03-06,27550,879007,1460599,,,185896,163314,6849,3427019
2023-03-07,28417,890482,1490272,,,205559,186615,7607,3773780
2023-03-08,30476,921778,1514182,,,203258,186940,7452,3842861
2023-03-09,29847,947895,1515155,,,201711,186197,7211,3827656
2023-03-10,28209,968598,1408909,,,182873,160550,6135,3502339
2023-03-11,15493,844597,821990,,,78979,88667,1796,2230530
2023-03-12,16644,835281,686039,,,75970,70403,1547,1773585
2023-03-13,26027,856102,1377045,,,179787,157310,6358,3352388
2023-03-14,26262,778145,1360497,,,189402,159031,6866,3577250
2023-03-15,29687,920214,1493605,,,205092,187128,7473,3912366
2023-03-16,30151,979778,1522248,,,209838,187573,7562,3949788
2023-03-17,28094,968504,1408472,,,199191,171443,6790,3661519
2023-03-18,16828,926819,921569,,,102021,101788,1839,2417873
2023-03-19,16471,882846,661736,,,82032,72936,1247,1894476
2023-03-20,26951,899348,1444823,,,191367,167256,6895,3442589
2023-03-21,29466,922043,1511670,,,213026,189925,7850,3801084
2023-03-22,29999,923517,1509096,,,202826,184321,7589,3797399
2023-03-23,29189,937995,1466839,,,200870,177877,7208,3774396
2023-03-24,27883,962444,1420346,,,188352,159574,6133,3534300
2023-03-25,15556,833067,784068,,,89101,82702,1765,2153554
2023-03-26,16878,874244,724870,,,83054,81819,1648,1939984
2023-03-27,26394,888364,1426226,,,192461,166543,6675,3397258
2023-03-28,28923,898266,1490842,,,207837,189294,7541,3765920
2023-03-29,29771,926369,1521968,,,208736,187520,7825,3872948
2023-03-30,29363,961724,1486845,,,200601,187344,7512,3860289
2023-03-31,28599,981946,1423686,,,184342,158879,6426,3573735
2023-04-01,16428,859055,842213,,,82140,88096,1520,2283533
2023-04-02,17660,861110,716880,,,76059,79027,1319,1949665
2023-04-03,27387,905182,1475017,,,182947,162370,7076,3597785
2023-04-04,29698,916790,1519740,,,200063,188769,7633,3906882
2023-04-05,29462,942019,1432322,,,205060,185283,7163,3799965
2023-04-06,27061,917991,1264311,,,193340,169192,6122,3421271
2023-04-07,23831,903596,1150222,,,187800,159262,4925,3130675
2023-04-08,16256,875057,882727,,,108740,99273,2393,2393347
2023-04-09,19026,906826,654259,,,98030,85620,1916,1855826
2023-04-10,24135,925671,1236634,,,191412,170713,6121,3142740
2023-04-11,27777,898409,1316710,,,210828,193831,7081,3537843
2023-04-12,28326,893905,1311418,,,207802,191574,6863,3576687
2023-04-13,28451,942469,1311906,,,200072,183658,6668,3628304
2023-04-14,27514,992290,1294357,,,190858,173790,5869,3471420
2023-04-15,16804,918597,890050,,,99793,103902,1743,2365464
2023-04-16,16835,884284,728462,,,80318,85026,1309,1864753
2023-04-17,27611,900400,1438043,,,188445,167759,6926,3418834
2023-04-18,29658,933048,1526133,,,207882,194548,7879,3862133
2023-04-19,30829,956628,1530452,,,206116,195085,7889,3927706
2023-04-20,30106,1018712,1520258,,,208664,189699,7577,4002433
2023-04-21,27777,998040,1310737,,,195442,174727,6005,3492257
2023-04-22,16865,933795,893014,,,106134,106032,1715,2506140
2023-04-23,15947,883222,673668,,,87793,79003,1326,1923243
2023-04-24,27254,915193,1466762,,,196593,173997,7020,3561262
2023-04-25,29504,930969,1529162,,,216767,192115,7806,3956922
2023-04-26,30191,950826,1531476,,,216097,191885,7758,3994837
2023-04-27,29969,985725,1506783,,,216674,184365,7564,3999831
2023-04-28,28306,1000104,1424078,,,195436,160861,6441,3703088
2023-04-29,15688,834977,715608,,,85167,77009,1871,2179978
2023-04-30,15451,788424,578075,,,75065,65334,1355,1744098
2023-05-01,27445,926155,1465598,,,188566,167178,6960,3664755
2023-05-02,29472,919816,1498566,,,211550,197217,7749,3961858
2023-05-03,30850,944262,1533714,,,209450,195363,7862,4030601
2023-05-04,30449,970445,1497427,,,206323,189538,7417,3985001
2023-05-05,28952,1015003,1450598,,,200675,170610,6514,3759375
2023-05-06,18349,979269,934630,,,111525,103318,2584,2563102
2023-05-07,17822,905666,705419,,,92076,83007,2705,2033790
2023-05-08,27771,938331,1460932,,,198056,180789,7196,3563340
2023-05-09,29923,958452,1524892,,,221290,205069,7827,3925555
2023-05-10,31360,985250,1528140,,,221747,203414,7998,4014009
2023-05-11,30899,1020419,1535264,,,210683,201006,7619,4015942
2023-05-12,29397,1047377,1436385,,,201367,185027,6629,3723192
2023-05-13,18340,1011144,918257,,,113810,109940,1973,2487178
2023-05-14,20222,983677,690606,,,102178,101088,1654,1926966
2023-05-15,25892,951297,1440741,,,201209,184909,6956,3553443
2023-05-16,29747,968611,1519397,,,227489,207484,7930,4002015
2023-05-17,30423,989383,1518546,,,223059,206630,7118,4104786
2023-05-18,29842,1012638,1492657,,,218955,198433,7530,4082154
2023-05-19,28381,1027639,1431269,,,208310,181114,6362,3789929
2023-05-20,16570,891497,760830,,,102957,95625,1970,2314672
2023-05-21,17545,962612,727850,,,103484,91335,1919,2132724
2023-05-22,27038,946119,1446015,,,203122,186008,6935,3571748
2023-05-23,29538,957083,1500973,,,219619,214621,7928,3929003
2023-05-24,30495,987191,1499943,,,219886,208487,7667,3960264
2023-05-25,29311,1011009,1459601,,,215946,201855,7183,3859385
2023-05-26,27037,997340,1370252,,,207347,187188,5747,3496511
2023-05-27,16731,928210,848442,,,116439,120011,2913,2375741
2023-05-28,17527,908353,707787,,,102985,102009,2426,2029088
2023-05-29,12121,838833,758893,,,99456,86149,2520,1952779
2023-05-30,27645,963187,1438285,,,227623,205661,7398,3714864
2023-05-31,30078,975279,1480801,,,229227,211998,7691,3911382
2023-06-01,30088,1009838,1457503,,,210483,191410,7152,3894167
2023-06-02,29570,1014684,1399462,,,202543,170399,6470,3626490
2023-06-03,18118,961080,899212,,,115723,102668,1837,2411704
2023-06-04,18429,934091,714218,,,103120,88859,1573,1988330
2023-06-05,27920,942164,1432156,,,200806,183510,6892,3544106
2023-06-06,29999,948843,1474317,,,218376,213292,7795,3929131
2023-06-07,31147,945356,1390834,,,212982,202951,7334,3743889
2023-06-08,27689,935501,1216291,,,189487,176985,5503,3268529
2023-06-09,25845,1009368,1256670,,,214001,185677,5482,3425232
2023-06-10,17996,994069,892936,,,139304,117616,1978,2608756
2023-06-11,17958,979587,695200,,,106971,98115,1582,2075651
2023-06-12,27520,942514,1394575,,,202015,185343,6744,3479404
2023-06-13,30441,975618,1500122,,,233588,212364,7850,3968160
2023-06-14,30661,976395,1434687,,,235667,207746,7234,3893073
2023-06-15,31298,1032651,1475300,,,228608,206188,7390,3928393
2023-06-16,28693,1028981,1300751,,,214883,177916,5960,3395938
2023-06-17,17967,1002673,872453,,,138654,111460,2632,2399521
2023-06-18,19384,974352,707615,,,119996,95597,2029,1977582
2023-06-19,17494,967279,1075747,,,196645,168591,4094,2636887
2023-06-20,29482,982510,1434258,,,235806,224371,7540,3782810
2023-06-21,31019,1002707,1430476,,,242162,221141,7551,3902298
2023-06-22,29220,1016955,1367709,,,233588,208969,6956,3782472
2023-06-23,28619,1026311,1282954,,,222283,188373,6167,3470575
2023-06-24,16937,954162,844674,,,128075,109217,2551,2467994
2023-06-25,17103,950896,689020,,,123527,113238,2248,2222704
2023-06-26,26823,966376,1314743,,,218393,185070,6516,3341322
2023-06-27,29246,973069,1391914,,,231738,209234,7633,3744227
2023-06-28,29092,991652,1305832,,,233457,207293,6762,3634270
2023-06-29,28876,1041647,1307649,,,233625,200724,6946,3653631
2023-06-30,28028,1047133,1248822,,,219673,178064,5817,3259767
2023-07-01,17093,959822,859295,,,120270,99597,2745,2239529
2023-07-02,16717,835292,668297,,,92780,74415,1988,1783757
2023-07-03,23795,863548,1117930,,,149641,128417,4718,2662052
2023-07-04,13059,717501,631937,,,96458,84010,2305,1791179
2023-07-05,28774,966845,1296583,,,211448,189434,6472,3318379
2023-07-06,29894,963279,1333630,,,209335,186822,6608,3494806
2023-07-07,28609,980680,1273900,,,197892,171597,5868,3292266
2023-07-08,17879,951872,867047,,,120931,107854,2695,2308794
2023-07-09,16695,872162,651953,,,95243,83783,1914,1776607
2023-07-10,27354,929061,1307297,,,196506,171497,6175,3208730
2023-07-11,30085,957146,1381701,,,221923,200151,7149,3613670
2023-07-12,31015,982757,1383484,,,218097,199169,6901,3696737
2023-07-13,29980,995972,1359302,,,218715,190952,6888,3648007
2023-07-14,28489,991539,1231624,,,198119,163840,5588,3209393
2023-07-15,18043,986294,889709,,,124007,107124,2409,2326054
2023-07-16,16496,820005,583645,,,89763,72406,1559,1599858
2023-07-17,27637,968319,1310810,,,205378,182216,6345,3282092
2023-07-18,29105,947817,1313665,,,225299,204203,6766,3584819
2023-07-19,30527,974843,1342781,,,224202,203857,6938,3679343
2023-07-20,29745,1008154,1333607,,,224327,197400,6858,3711017
2023-07-21,27485,1004083,1211839,,,201177,176892,5389,3227154
2023-07-22,18283,1008471,894490,,,133328,93215,2117,2459990
2023-07-23,18021,991418,723774,,,116485,94729,1511,1984503
2023-07-24,27222,952072,1302964,,,206025,180716,6175,3255379
2023-07-25,29285,944312,1307716,,,226651,211053,7050,3630414
2023-07-26,30501,981362,1382345,,,226363,210315,7298,3758378
2023-07-27,28692,977139,1313385,,,219460,187729,6788,3580012
2023-07-28,27522,1029826,1246295,,,205845,170128,5631,3266199
2023-07-29,16747,961474,856921,,,120457,100508,2314,2251524
2023-07-30,17450,993750,705279,,,116784,91861,2077,1952433
2023-07-31,26682,975380,1283835,,,205976,185348,6161,3204920
2023-08-01,29354,959997,1357252,,,221518,199547,7060,3598379
2023-08-02,30380,970610,1359233,,,219641,201003,6913,3640307
2023-08-03,30483,1000263,1350472,,,220565,197044,6753,3609076
2023-08-04,28128,993082,1241122,,,193528,171533,5593,3228510
2023-08-05,18835,974419,879423,,,122596,114660,2838,2364364
2023-08-06,18805,959846,715130,,,107399,96010,2171,1910841
2023-08-07,27174,905952,1208443,,,191530,163799,5884,3041001
2023-08-08,29435,937561,1339073,,,218555,193867,7035,3510047
2023-08-09,30849,963902,1369095,,,224241,192028,6858,3613062
2023-08-10,29758,960916,1262073,,,208782,178768,6333,3429304
2023-08-11,29109,1022642,1275618,,,206947,171116,6119,3311714
2023-08-12,18390,973522,844749,,,131586,109269,2835,2366787
2023-08-13,18071,968282,690541,,,112932,93730,2196,1953558
2023-08-14,27185,943570,1246445,,,201352,168873,6051,3092801
2023-08-15,29122,927808,1273782,,,212116,187441,6680,3385996
2023-08-16,30763,960221,1300953,,,217398,190267,6652,3447648
2023-08-17,30045,978905,1275993,,,212321,180631,6360,3385056
2023-08-18,27468,1003717,1208502,,,208639,174410,5361,3182516
2023-08-19,19246,987283,856814,,,144076,124069,2665,2358962
2023-08-20,18004,962550,689829,,,101351,94332,2065,1870625
2023-08-21,26325,933844,1199440,,,198534,170102,5857,2971166
2023-08-22,28913,932713,1263459,,,213724,194321,6463,3352769
2023-08-23,30187,958369,1272485,,,215258,192053,6566,3412842
2023-08-24,28689,963101,1201155,,,204439,176827,6191,3297927
2023-08-25,26511,956698,1143010,,,191119,153854,4891,3034255
2023-08-26,18024,958115,844428,,,122930,100194,2700,2281885
2023-08-27,18022,946702,702984,,,106913,85878,2088,1909806
2023-08-28,26613,936061,1240688,,,215843,170897,6179,3121505
2023-08-29,28250,934319,1284953,,,235092,189077,6677,3401088
2023-08-30,29450,964068,1267435,,,230912,180304,6639,3462970
2023-08-31,29312,1021542,1315113,,,229477,176676,6537,3450532
2023-09-01,28920,1029684,1225370,,,202450,152974,5372,3196284
2023-09-02,18536,943312,842591,,,132551,107230,2633,2307416
2023-09-03,19598,942979,692079,,,119566,90729,2185,2013506
2023-09-04,12292,858764,686326,,,114475,87538,2188,1879819
2023-09-05,29869,973978,1349438,,,239334,218899,6739,3483755
2023-09-06,32290,968041,1395521,,,238477,211126,6909,3712071
2023-09-07,31704,985607,1441437,,,226937,206910,7044,3867746
2023-09-08,30083,1020080,1365283,,,225125,183785,6257,3609701
2023-09-09,17897,956282,840378,,,125177,102373,2575,2425515
2023-09-10,17916,873853,626222,,,96835,81850,1623,1822230
2023-09-11,29057,915527,1400268,,,213280,191592,7182,3596538
2023-09-12,31779,959651,1519571,,,241196,221092,8031,4014480
2023-09-13,31900,940261,1482320,,,229765,210001,7787,3938516
2023-09-14,32717,993640,1517040,,,232039,206374,7847,4045169
2023-09-15,30957,1026636,1398937,,,225904,192398,6429,3694845
2023-09-16,18923,976614,881354,,,117997,115065,2864,2446139
2023-09-17,18330,906081,666392,,,107302,96229,2197,1988003
2023-09-18,28341,880290,1294777,,,215151,192103,7010,3539047
2023-09-19,31109,938743,1480863,,,241135,224426,8652,4140301
2023-09-20,32181,962794,1478618,,,242203,219540,8671,4179861
2023-09-21,31455,983182,1478606,,,232409,211375,8554,4139288
2023-09-22,30086,1024575,1403811,,,223821,194197,7175,3840412
2023-09-23,15680,806230,682092,,,96073,86985,2012,2116140
2023-09-24,15255,750320,562224,,,83669,75103,1863,1701656
2023-09-25,24609,816113,1035021,,,194611,175651,5320,2885921
2023-09-26,30558,913826,1393963,,,235620,214987,7655,3946624
2023-09-27,32758,947790,1463309,,,232823,212978,7877,4074930
2023-09-28,31804,969705,1433729,,,227819,201304,7587,4051444
2023-09-29,29054,830295,1053306,,,188008,128570,5183,2467295
2023-09-30,16536,867826,789587,,,104842,100703,1936,2205573
2023-10-01,18586,901140,669243,,,94222,92724,1984,1995361
2023-10-02,28672,935087,1390842,,,208901,183892,7289,3649389
2023-10-03,32295,941175,1471939,,,235305,214111,7953,4008201
2023-10-04,33186,953731,1467384,,,231999,209399,7928,4026878
2023-10-05,32414,977772,1457151,,,233470,207356,7814,4030304
2023-10-06,30643,1004758,1325428,,,225040,193065,6284,3639729
2023-10-07,16919,845459,720734,,,105975,95026,2010,2199478
2023-10-08,18471,899451,654443,,,98315,105952,2722,2044534
2023-10-09,21655,909254,1023375,,,206491,189567,4576,2833654
2023-10-10,31970,939835,1423532,,,239967,220445,8356,3954925
2023-10-11,33382,954481,1451764,,,236033,214437,8630,4056504
2023-10-12,32865,993406,1436967,,,248974,215284,8255,4104598
2023-10-13,31134,1006573,1322576,,,226873,193658,6429,3560964
2023-10-14,17155,876531,717223,,,110177,96158,2298,2219786
2023-10-15,18455,914805,689581,,,102493,100633,2148,2013096
2023-10-16,29453,929946,1381665,,,228147,203627,7735,3661144
2023-10-17,31921,948433,1439468,,,243917,222110,8354,4021342
2023-10-18,33615,953178,1440292,,,236072,213952,8356,4074460
2023-10-19,32909,990784,1440111,,,234999,212946,8148,4121563
2023-10-20,29766,965899,1232782,,,222385,192383,6272,3616336
