date,AAR,BT,Bus,CBD Entries,CRZ Entries,LIRR,MNR,SIR,Subway
2026-01-27,36154,739147,1068310,423228,379199,246235,209031,6955,4059702
2026-01-28,43338,817588,1165329,456237,409984,268629,223385,7816,4332658
2026-01-29,42979,857981,1161323,478975,429851,270439,225215,7886,4395790
2026-01-30,43571,878482,1057360,487562,439608,245174,206477,6312,3957935
2026-01-31,25626,756025,690215,475698,433913,116643,96472,2460,2581424
2026-02-01,23002,680960,524589,432357,383455,80871,69254,1714,1981353
2026-02-02,43047,834932,1173735,473082,417821,217203,182299,7471,3985895
2026-02-03,48235,859259,1245949,498185,442166,263234,219849,8295,4397644
2026-02-04,49579,871814,1302237,512286,456353,263388,225121,8564,4439787
2026-02-05,47826,898988,1334014,529097,471518,265748,225067,8178,4432406
2026-02-06,46859,911531,1261942,531210,472074,252754,210906,6749,4020646
2026-02-07,23563,758697,650789,497694,444578,102769,89754,2120,2358946
2026-02-08,22967,685621,481220,445061,393433,80029,70025,1562,1769698
2026-02-09,42126,863170,1219415,500310,441513,243351,201329,7152,3807229
2026-02-10,47006,867843,1337815,517401,459086,262988,225826,8435,4283901
2026-02-11,50053,894697,1358378,533806,474161,268664,226961,8433,4377163
2026-02-12,47865,922239,1326128,549799,493259,265892,226582,7654,4266487
2026-02-13,47055,960871,1241227,556350,499558,256378,215551,6677,4034457
2026-02-14,29123,851409,802553,539296,484983,125137,110510,2882,2839785
2026-02-15,28498,800112,629233,481655,427501,112300,93826,2304,2247495
2026-02-16,24970,792379,834155,447596,388725,101152,86277,3053,2560717
2026-02-17,45265,885324,1170513,517470,456955,260663,223936,7110,3797796
2026-02-18,47110,865910,1220537,515741,455907,269864,224093,7243,3974070
2026-02-19,46003,908186,1259788,542602,480431,273447,228261,7484,4052265
2026-02-20,43085,885347,1088131,541498,482316,251262,203096,5737,3550862
2026-02-21,29438,894417,839959,546495,486573,142725,113589,2860,2710824
2026-02-22,21783,493463,438165,320479,283668,65623,60366,1558,1439320
2026-02-23,14355,113642,202460,72207,64167,0,16152,316,830660
2026-02-24,25054,622501,963843,400780,357642,90520,108743,2363,3487403
2026-02-25,42319,799927,1230769,476478,427038,250926,212973,7126,4139212
2026-02-26,45069,904170,1330375,530665,472716,272009,231970,8132,4373179
2026-02-27,47326,935612,1288410,538656,481460,257875,218043,7157,4070331
2026-02-28,30477,874002,866582,530402,473196,150484,120082,3099,2839556
2026-03-01,27986,783123,632277,477632,419642,102690,80318,2306,2092624
2026-03-02,44302,872174,1302247,510740,454857,228349,189527,7606,3977302
2026-03-03,47579,854906,1291843,521002,461876,255481,216028,8211,4204675
2026-03-04,50528,912572,1391677,548145,486527,267999,230841,8652,4389363
2026-03-05,47969,912659,1269711,546439,487749,263845,223892,7909,4249962
2026-03-06,47619,959491,1302863,558541,496364,252224,213668,6895,4001475
2026-03-07,30093,888546,858706,540531,489047,122719,112304,3041,2773292
2026-03-08,31053,826545,665659,493231,432634,106218,90561,2307,2118735
2026-03-09,45175,906718,1328707,523063,463520,256980,216978,8061,4017877
2026-03-10,49773,926447,1412694,538416,478297,286451,242120,9144,4429117
2026-03-11,50810,929885,1404358,550433,489648,276278,240805,8969,4423114
2026-03-12,48958,937084,1317907,554284,493187,280281,236207,8261,4360259
2026-03-13,47270,984218,1310749,568430,503943,276610,224651,6966,4099078
2026-03-14,30899,911435,885009,558583,497376,152848,124704,3333,2883522
2026-03-15,29818,851494,643762,494287,442610,117786,95218,2453,2284838
2026-03-16,43491,858980,1238844,514619,453639,249381,208691,7268,3857027
2026-03-17,48561,910899,1356227,531029,470372,279541,242645,8718,4469055
2026-03-18,50031,948429,1402034,563908,500263,281676,244436,8489,4510854
2026-03-19,48465,975040,1397394,565763,501442,281063,242630,8237,4482768
2026-03-20,45320,967383,1209923,553450,487502,268288,228693,6313,3784106
2026-03-21,29424,916706,890063,545885,482835,137175,123117,2809,2811993
2026-03-22,29741,878557,687957,513845,448119,123518,102101,2056,2121729
2026-03-23,43326,875747,1259485,516795,456061,255362,213572,7474,3888821
2026-03-24,48170,915023,1400840,538178,476651,285995,239664,8554,4385137
2026-03-25,49877,930286,1412694,547873,485265,279314,240153,8487,4402186
2026-03-26,49422,969427,1358425,566379,502463,304253,241015,8566,4431640
2026-03-27,46350,974683,1271472,570395,505648,264326,221909,6767,4019397
2026-03-28,29859,919497,863605,554555,491446,150533,124691,2596,2929313
2026-03-29,31135,858515,687814,511214,448838,121016,97853,2068,2203483
2026-03-30,43437,900924,1306714,526624,462480,270783,222861,7836,3998954
2026-03-31,47728,915291,1373765,538926,473538,283190,246489,8594,4383952
2026-04-01,49070,943619,1317645,544652,479587,251388,215767,7908,4232503
2026-04-02,45303,908227,1175688,538787,477842,254880,215928,6981,3900255
2026-04-03,41964,892868,1108898,525428,466620,257779,224159,5621,3586174
2026-04-04,29151,894521,869566,537099,474918,153371,145498,3374,2951308
2026-04-05,32321,847545,572940,494605,432261,117368,106661,2079,1988198
2026-04-06,40038,912482,1193708,528729,462878,248376,214677,6834,3665272
2026-04-07,45336,880048,1260764,541576,478428,271051,239713,7633,4088429
2026-04-08,46167,869214,1234992,531511,473021,273134,242421,7527,4081273
2026-04-09,45482,906459,1241877,559291,498130,283722,242312,7418,4113539
2026-04-10,45710,966012,1228428,575680,508412,275636,229974,6499,3921201
2026-04-11,30588,945844,906426,565169,503197,162641,136538,3018,2931621
2026-04-12,30388,894197,707266,530464,463820,126689,102484,1887,2190707
2026-04-13,44761,918865,1350682,536861,471574,255307,222790,7838,3982381
2026-04-14,50417,942597,1434905,556123,490417,284780,250019,8694,4446516
2026-04-15,51392,963179,1421298,569096,506174,280305,253123,8521,4492478
2026-04-16,49769,989437,1404775,591083,522798,283310,250075,8578,4499619
2026-04-17,47673,1008691,1329978,590563,523633,265678,240167,7185,4185097
2026-04-18,31586,971767,930278,582910,517240,153460,150443,2856,3060136
2026-04-19,29257,851711,641158,519606,456626,105273,98969,1684,2105104
2026-04-20,44061,929617,1368164,547842,481671,262373,223303,7745,4099614
2026-04-21,48934,927914,1419301,560326,495459,281884,246155,8459,4441919
2026-04-22,49769,938516,1406217,574135,508497,282919,247815,8336,4486292
2026-04-23,50202,992296,1436949,595042,527768,299239,256200,8595,4580490
2026-04-24,47478,1014159,1361415,595181,526695,279397,245042,7257,4268055
2026-04-25,28666,880842,755222,548308,490788,125261,111587,2358,2685935
2026-04-26,29409,893407,686858,521300,462260,117184,112778,2186,2340921
2026-04-27,44090,920097,1376245,539100,474521,259203,224358,7833,4057416
2026-04-28,49732,929442,1424485,561700,496800,287935,247855,8465,4441195
2026-04-29,49723,946469,1404674,561946,500895,280165,247914,8448,4483678
2026-04-30,48639,974328,1386584,591474,526718,283918,244080,8214,4462639
2026-05-01,49319,1007808,1340995,585851,520687,226626,192666,7182,4237281
2026-05-02,31739,949645,887316,569560,508275,138590,128983,3176,2970388
2026-05-03,30612,866478,656144,504622,451271,122910,108466,3650,2394703
2026-05-04,45147,925966,1360336,546207,479183,256730,218344,7850,4101660
2026-05-05,51610,963255,1432999,570496,502482,290796,250585,8672,4507946
2026-05-06,50966,950775,1391501,576453,510809,285219,249208,8293,4441571
2026-05-07,50729,987051,1417365,587279,521518,285975,251818,8322,4494867
2026-05-08,49494,1017369,1342338,593658,527029,276333,232579,7193,4170075
2026-05-09,31054,940770,820348,568921,506270,137761,116969,2464,2711116
2026-05-10,35968,953852,672266,544966,480366,137794,121213,2083,2196587
2026-05-11,42301,932149,1344799,555231,488320,263999,230010,7726,4041257
2026-05-12,50279,959909,1434966,566186,503756,290981,253326,8664,4547855
2026-05-13,50881,982460,1421212,581596,518618,290840,253866,8388,4577163
2026-05-14,49115,1009104,1411049,600065,534276,265552,248764,8285,4593266
2026-05-15,47759,1048440,1360005,608804,540915,249226,239234,7174,4280781
2026-05-16,31979,1003777,896034,584606,526460,0,151901,3780,3267749
2026-05-17,31872,993705,734521,556070,492602,0,115691,2392,2494895
2026-05-18,44080,985033,1381933,561219,493426,0,238270,7869,4118450
2026-05-19,49749,990399,1420860,574541,508892,73727,259833,8492,4481231
2026-05-20,49845,992093,1381453,574880,509938,283643,257684,8421,4465109
2026-05-21,48234,1001257,1354536,581914,517247,291733,256261,8134,4386711
2026-05-22,45010,993236,1315743,562750,498509,277277,249076,7114,3968143
2026-05-23,26704,825666,759826,498274,442731,129759,109220,2754,2407533
2026-05-24,27226,749491,593641,460864,402986,109255,92631,1975,2019466
2026-05-25,19932,766774,738673,441476,384058,123020,96589,2548,2202485
2026-05-26,47170,962378,1373013,552569,484532,295809,249759,8093,4245059
2026-05-27,49611,967290,1311016,549917,479740,287968,255084,7753,4137026
2026-05-28,49039,997406,1386126,576900,510091,288181,256116,8209,4436107
2026-05-29,47455,1021725,1342145,583901,517384,279994,237163,7138,4149318
2026-05-30,30862,955164,888581,559318,500194,151376,133947,3572,2847715
2026-05-31,31072,945884,706183,525792,461775,135098,115060,2850,2332810
2026-06-01,44592,954022,1319799,548865,480401,246736,208674,7490,3993141
2026-06-02,49072,959786,1375447,558389,494435,281041,254711,8443,4416745
2026-06-03,52543,983674,1398633,580252,512591,297303,263220,8638,4572985
2026-06-04,49595,1014600,1314353,593585,525925,297659,263279,7925,4360644
2026-06-05,48875,1027514,1296884,577687,516741,304864,257298,7080,4210912
2026-06-06,33253,1009350,889166,570187,510666,174105,151814,3490,2996706
2026-06-07,32358,968490,715273,533184,471104,146397,125278,2427,2380599
2026-06-08,44684,956924,1324988,546854,482945,277546,243895,8351,4149454
2026-06-09,50773,983570,1406924,572809,503962,301369,265526,8315,4421836
2026-06-10,51301,976080,1380828,578118,513601,309723,270949,8305,4488039
2026-06-11,49390,1026866,1367245,603660,535712,309671,263374,8075,4437556
2026-06-12,47646,1030875,1280324,589516,524734,293948,241623,6701,4048553
2026-06-13,32378,992562,887668,551648,487438,187256,163592,2720,3118473
2026-06-14,31473,986514,671724,534629,468075,159492,139018,2271,2573599
2026-06-15,44868,969842,1316122,543096,477131,277711,237724,7375,3963133
2026-06-16,49671,974956,1378130,549181,481173,298772,264681,8292,4317100
2026-06-17,51543,1004750,1374012,575713,508399,315054,277410,8327,4439031
2026-06-18,47359,1023361,1310412,548344,491736,369482,302486,12722,4523724
2026-06-19,35856,1012218,1111190,560471,491807,199163,157783,5171,3466629
2026-06-20,32352,1015693,882313,548799,479838,190009,155739,3518,2827329
2026-06-21,33359,998190,686718,527633,457970,162443,136916,2403,2177481
2026-06-22,41956,943342,1190956,528950,462649,270691,230712,6760,3602239
2026-06-23,48602,962667,1316593,561466,495828,293879,254818,7774,4155494
2026-06-24,50964,1010956,1371918,576364,508053,315916,270920,8466,4387873
2026-06-25,48192,1027552,1322672,573588,506894,310453,262488,7916,4204764
2026-06-26,47175,1039292,1271526,580133,513095,301469,247743,6777,3986159
2026-06-27,29663,952190,812531,541943,479896,168142,137873,78,2818312
2026-06-28,31336,963336,688636,525808,457373,164525,136578,1,2549648
2026-06-29,42739,972256,1251596,539321,471199,283773,249141,7287,3745775
2026-06-30,47633,971864,1290491,545544,477639,298430,266082,7989,3987718
2026-07-01,47767,988638,1261008,554330,486542,257177,218659,7524,3909449
2026-07-02,44020,1005335,1161301,546335,479859,258869,201910,6172,3458650
2026-07-03,28205,877555,835827,471923,410491,150445,113475,3038,2481295
2026-07-04,23983,757737,647352,359891,340111,134722,107434,2582,2177193
2026-07-05,27588,886006,632762,461906,405269,142128,121353,2984,1957166
2026-07-06,41267,880340,1087830,510641,447296,236324,198102,6676,3320874
2026-07-07,47542,932317,1289149,540519,474803,281907,237252,8173,4002280
2026-07-08,50246,969337,1337812,551935,488810,296974,250032,8100,4185110
2026-07-09,48078,974347,1265705,567356,500501,294310,243000,7359,4042730
2026-07-10,46412,1008367,1239400,575504,506252,283056,228928,6400,3775250
2026-07-11,31338,953678,838093,546133,484228,168212,138398,2553,2706059
2026-07-12,31609,981168,728292,529687,460239,152075,121389,2249,2291444
2026-07-13,43978,963378,1288541,545468,475336,272616,228661,7045,3772466
2026-07-14,48997,956909,1342166,556285,489075,292089,250764,7723,4093194
2026-07-15,48893,967915,1293893,568829,502720,292645,249947,7472,4068674
2026-07-16,47560,1000137,1293085,586991,519579,294452,248344,7176,4049737
2026-07-17,46480,1022117,1234941,570382,506327,288091,242336,6199,3810472
2026-07-18,27774,839209,690254,520496,464617,141586,117696,2316,2311444
2026-07-19,31016,932742,708994,511529,443860,171137,143933,2629,2422430
2026-07-20,43644,988519,1288268,550925,480326,274617,241945,7218,3808408
2026-07-21,46776,884510,1248139,536656,474482,276051,239219,7626,3959879
2026-07-22,49122,969552,1366949,567473,502104,295494,268615,7903,4269739
2026-07-23,48039,989548,1330665,573989,508533,308345,257452,7599,4157818
2026-07-24,46835,1032790,1269797,571206,502726,291462,239547,6277,3842835
2026-07-25,32376,999425,880606,548894,485576,156523,146262,3615,2909191
2026-07-26,31152,980870,707062,520670,458528,142256,128651,2745,2363599
2026-07-27,42912,958865,1271561,536248,467178,274132,231226,7194,3774943
2026-07-28,46203,911562,1264217,540814,477158,281389,244423,7152,3938329
2026-07-29,47913,959956,1313254,564799,497539,297471,255792,7824,4161938
2026-07-30,48152,998336,1302924,577055,512570,302729,254015,7335,4148768
2026-07-31,47708,1038503,1276200,575028,505718,294625,241529,6244,3862605
2026-08-01,31614,976749,853513,529116,475141,162069,132095,3588,2868502
2026-08-02,31869,933455,697907,508338,451451,136558,105884,2481,2244243
2026-08-03,42943,890425,1119150,512232,450788,225023,189267,6006,3478756
2026-08-04,50558,961037,1337214,544194,480293,280298,244115,7686,4128139
2026-08-05,50772,965615,1313744,553834,488826,289978,246272,7554,4119465
2026-08-06,48678,992627,1321886,572662,505642,284418,235750,7147,4049187
2026-08-07,46808,991140,1193518,558217,492552,269316,217413,6119,3591285
2026-08-08,31599,952809,841493,524089,469726,161480,138373,2530,2746651
2026-08-09,31394,958457,706989,,,159674,126269,2077,2246636
2026-08-10,43746,955172,1231170,,,260435,212148,6679,3545751
2026-08-11,48713,935030,1304309,,,277812,241631,7478,3933720
2026-08-12,50164,968135,1326582,,,290800,246279,7651,4016984
2026-08-13,48678,991728,1293946,,,287374,240475,7351,3957495
