trip_date,yellow_trips,green_trips,fhvhv_trips,prcp_mm,snow_mm,snwd_mm,tmax_c,tmin_c,awnd_ms,wsf5_ms,taxi_trips,weekday,is_weekend,month,taxi_wd_mean,taxi_anom,fhvhv_wd_mean,fhvhv_anom
2024-12-03,129263,1845,639082,0.0,0.0,0.0,5.6,0.0,2.7,11.6,131108,1,False,12,113216.16981132075,17891.830188679247,589765.0188679246,49316.98113207542
2024-12-04,133796,1992,673858,0.3,0.0,0.0,5.6,-1.0,2.0,14.3,135788,2,False,12,119606.42307692308,16181.576923076922,624117.75,49740.25
2024-12-05,148377,2146,742501,2.3,0.0,0.0,4.4,-0.5,3.8,17.9,150523,3,False,12,125640.19230769231,24882.807692307688,657690.5,84810.5
2024-12-06,147460,2156,824279,0.0,0.0,0.0,1.1,-1.0,3.8,16.5,149616,4,False,12,119305.53846153847,30310.46153846153,718960.8461538461,105318.15384615387
2024-12-07,145899,1675,849124,0.0,0.0,0.0,5.0,-0.5,3.4,10.7,147574,5,True,12,121461.96153846153,26112.03846153847,769462.0384615385,79661.9615384615
2024-12-08,118645,1377,700988,0.0,0.0,0.0,12.8,3.3,2.7,12.1,120022,6,True,12,102865.36538461539,17156.63461538461,659976.0961538461,41011.90384615387
2024-12-09,118424,1936,631446,4.6,0.0,0.0,10.6,6.7,1.6,6.7,120360,0,False,12,98257.96226415095,22102.03773584905,563058.9811320754,68387.01886792458
2024-12-10,138189,2064,661684,6.6,0.0,0.0,10.0,6.7,2.5,8.1,140253,1,False,12,113216.16981132075,27036.830188679247,589765.0188679246,71918.98113207542
2024-12-11,143326,2269,741829,21.6,0.0,0.0,15.6,5.0,2.9,13.4,145595,2,False,12,119606.42307692308,25988.576923076922,624117.75,117711.25
2024-12-12,156911,2370,748750,0.0,0.0,0.0,5.0,-1.6,4.2,17.4,159281,3,False,12,125640.19230769231,33640.80769230769,657690.5,91059.5
2024-12-13,159845,2214,843365,0.0,0.0,0.0,0.6,-2.7,3.0,10.3,162059,4,False,12,119305.53846153847,42753.46153846153,718960.8461538461,124404.15384615387
2024-12-14,159150,2037,883111,0.0,0.0,0.0,1.1,-3.2,2.2,8.9,161187,5,True,12,121461.96153846153,39725.03846153847,769462.0384615385,113648.9615384615
2024-12-15,125794,1611,732073,1.5,0.0,0.0,5.0,-2.1,2.3,7.6,127405,6,True,12,102865.36538461539,24539.63461538461,659976.0961538461,72096.90384615387
2024-12-16,115355,1865,654922,23.1,0.0,0.0,11.1,3.3,2.3,9.8,117220,0,False,12,98257.96226415095,18962.03773584905,563058.9811320754,91863.01886792458
2024-12-17,131046,1950,623419,0.5,0.0,0.0,15.0,9.4,2.3,10.3,132996,1,False,12,113216.16981132075,19779.830188679247,589765.0188679246,33653.98113207542
2024-12-18,140692,2214,692037,8.1,0.0,0.0,11.7,5.6,1.2,7.2,142906,2,False,12,119606.42307692308,23299.576923076922,624117.75,67919.25
2024-12-19,144181,2250,722150,1.3,0.0,0.0,7.2,2.8,3.0,13.0,146431,3,False,12,125640.19230769231,20790.807692307688,657690.5,64459.5
2024-12-20,138973,2028,789009,1.0,0.0,0.0,2.8,0.6,3.8,12.5,141001,4,False,12,119305.53846153847,21695.46153846153,718960.8461538461,70048.15384615387
2024-12-21,131279,1628,810767,3.8,46.0,50.0,0.6,-7.1,4.7,19.7,132907,5,True,12,121461.96153846153,11445.038461538468,769462.0384615385,41304.9615384615
2024-12-22,105211,1405,702234,0.0,0.0,30.0,-6.0,-10.5,3.4,13.0,106616,6,True,12,102865.36538461539,3750.63461538461,659976.0961538461,42257.90384615387
2024-12-23,95016,1626,608766,0.0,0.0,30.0,-0.5,-10.5,1.4,8.5,96642,0,False,12,98257.96226415095,-1615.9622641509486,563058.9811320754,45707.01886792458
2024-12-24,80805,1378,617047,2.5,25.0,30.0,3.9,-2.1,2.2,9.4,82183,1,False,12,113216.16981132075,-31033.169811320753,589765.0188679246,27281.981132075423
2024-12-25,54764,773,506732,0.0,0.0,30.0,1.7,-2.1,1.7,7.6,55537,2,False,12,119606.42307692308,-64069.42307692308,624117.75,-117385.75
2024-12-26,74814,1329,493537,0.0,0.0,30.0,2.2,-4.3,1.4,4.9,76143,3,False,12,125640.19230769231,-49497.19230769231,657690.5,-164153.5
2024-12-27,84802,1434,556751,0.0,0.0,30.0,6.7,-3.2,0.5,6.7,86236,4,False,12,119305.53846153847,-33069.53846153847,718960.8461538461,-162209.84615384613
2024-12-28,88213,1176,619990,14.2,0.0,0.0,12.2,4.4,0.6,5.4,89389,5,True,12,121461.96153846153,-32072.96153846153,769462.0384615385,-149472.0384615385
2024-12-29,79584,1076,545428,4.1,0.0,0.0,15.6,10.0,2.1,11.6,80660,6,True,12,102865.36538461539,-22205.36538461539,659976.0961538461,-114548.09615384613
2024-12-30,82021,1455,523113,9.4,0.0,0.0,14.4,9.4,2.9,13.4,83476,0,False,12,98257.96226415095,-14781.962264150949,563058.9811320754,-39945.98113207542
2024-12-31,88697,1537,700233,10.2,0.0,0.0,11.7,6.7,2.3,10.7,90234,1,False,12,113216.16981132075,-22982.169811320753,589765.0188679246,110467.98113207542
